name,location,vendor_categories,review,average_rating,count,image_count,reply_count,lat,lng,full_address,sido,gu,dong
대치동엄마도시락-본점,"{'lat': '37.4839342', 'lng': '126.93936786'}","['찜/탕', '한식', '도시락/죽', '포장']","{'average_rating': 4.9, 'count': 195, 'image_count': 157, 'reply_count': 179}",4.9,195.0,157.0,179.0,37.4839342,126.93936786,서울특별시 관악구 봉천로 356,서울,관악구,봉천동
앵그리포테이토치킨&버거-신림점,"{'lat': '37.4837321', 'lng': '126.92774951'}","['피자/양식', '버거', '분식', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 203, 'image_count': 205, 'reply_count': 43}",5.0,203.0,205.0,43.0,37.4837321,126.92774951,서울특별시 관악구 남부순환로 1594,서울,관악구,신림동
호호솥밥-관악점,"{'lat': '37.4854819', 'lng': '126.93790844'}","['한식', '고기/구이', '일식/돈까스', '포장', '프랜차이즈', '신규맛집']","{'average_rating': 5.0, 'count': 20, 'image_count': 20, 'reply_count': 0}",5.0,20.0,20.0,0.0,37.4854819,126.93790844,서울특별시 관악구 봉천로25길 4,서울,관악구,봉천동
육회한날연어어때,"{'lat': '37.48203242479008', 'lng': '126.92966049495293'}","['포장', '일식/돈까스', '야식', '회/초밥']","{'average_rating': 5.0, 'count': 15593, 'image_count': 14295, 'reply_count': 13506}",5.0,15593.0,14295.0,13506.0,37.48203242479008,126.92966049495293,서울특별시 관악구 신림로 309,서울,관악구,신림동
괴짜반점-본점,"{'lat': '37.4839734', 'lng': '126.93930939'}","['한식', '중국집', '야식', '찜/탕', '포장']","{'average_rating': 4.8, 'count': 3847, 'image_count': 3532, 'reply_count': 2868}",4.8,3847.0,3532.0,2868.0,37.4839734,126.93930939,서울특별시 관악구 봉천로 356,서울,관악구,봉천동
파스타요고-신림본점,"{'lat': '37.486791', 'lng': '126.93785704'}","['피자/양식', '샐러드', '포장', '야식', '1인분주문']","{'average_rating': 4.8, 'count': 1016, 'image_count': 882, 'reply_count': 365}",4.8,1016.0,882.0,365.0,37.486791,126.93785704,서울특별시 관악구 봉천로23나길 46,서울,관악구,봉천동
대한카츠-동작점,"{'lat': '37.4965982', 'lng': '126.9306219'}","['한식', '분식', '일식/돈까스', '포장']","{'average_rating': 4.9, 'count': 1370, 'image_count': 1098, 'reply_count': 530}",4.9,1370.0,1098.0,530.0,37.4965982,126.9306219,서울특별시 동작구 국사봉길 74,서울,동작구,상도동
귀한족발-신림점,"{'lat': '37.4851311', 'lng': '126.92838959'}","['족발/보쌈', '프랜차이즈']","{'average_rating': 5.0, 'count': 6771, 'image_count': 6654, 'reply_count': 6594}",5.0,6771.0,6654.0,6594.0,37.4851311,126.92838959,서울특별시 관악구 신림로65길 20,서울,관악구,신림동
동해물과아구찜-관악점,"{'lat': '37.4834106580518', 'lng': '126.937948599715'}","['한식', '야식', '프랜차이즈', '찜/탕', '포장']","{'average_rating': 4.9, 'count': 6051, 'image_count': 5665, 'reply_count': 6045}",4.9,6051.0,5665.0,6045.0,37.4834106580518,126.937948599715,서울특별시 관악구 남부순환로200길 9,서울,관악구,봉천동
BHC-신림역점,"{'lat': '37.4830661', 'lng': '126.92859939'}","['프랜차이즈', '치킨']","{'average_rating': 4.9, 'count': 638, 'image_count': 551, 'reply_count': 415}",4.9,638.0,551.0,415.0,37.4830661,126.92859939,서울특별시 관악구 남부순환로176길 20,서울,관악구,신림동
뚜레쥬르-신림사거리점,"{'lat': '37.4847068532237', 'lng': '126.930663010992'}","['카페/디저트', '프랜차이즈', '포장', '샌드위치']","{'average_rating': 4.9, 'count': 8717, 'image_count': 7759, 'reply_count': 592}",4.9,8717.0,7759.0,592.0,37.4847068532237,126.930663010992,서울특별시 관악구 남부순환로 1619-1,서울,관악구,신림동
달떡볶이-관악직영점,"{'lat': '37.4802817', 'lng': '126.95471668'}","['포장', '한식', '분식', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 5157, 'image_count': 4617, 'reply_count': 2632}",4.9,5157.0,4617.0,2632.0,37.4802817,126.95471668,서울특별시 관악구 남부순환로 1844,서울,관악구,봉천동
프리미엄진이찬방-신림당곡역점,"{'lat': '37.4902401', 'lng': '126.92784099'}","['한식', '프랜차이즈', '포장', '도시락/죽', '반찬']","{'average_rating': 4.9, 'count': 3909, 'image_count': 4015, 'reply_count': 3910}",4.9,3909.0,4015.0,3910.0,37.4902401,126.92784099,서울특별시 관악구 보라매로 8,서울,관악구,봉천동
짜글이미식회-신림점,"{'lat': '37.4783482641904', 'lng': '126.94115933268924'}","['한식', '포장', '찜/탕', '1인분주문', '고기/구이']","{'average_rating': 5.0, 'count': 4992, 'image_count': 3749, 'reply_count': 3256}",5.0,4992.0,3749.0,3256.0,37.4783482641904,126.94115933268924,서울특별시 관악구 참숯1길 19,서울,관악구,봉천동
연탄할미숯불삼겹-본점,"{'lat': '37.4839342', 'lng': '126.93936786'}","['한식', '고기/구이', '포장', '야식', '치킨']","{'average_rating': 4.9, 'count': 254, 'image_count': 240, 'reply_count': 214}",4.9,254.0,240.0,214.0,37.4839342,126.93936786,서울특별시 관악구 봉천로 356,서울,관악구,봉천동
프레퍼스다이어트푸드-신림본점,"{'lat': '37.4825212', 'lng': '126.92969821'}","['카페/디저트', '샐러드', '포장', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 1095, 'image_count': 958, 'reply_count': 897}",4.9,1095.0,958.0,897.0,37.4825212,126.92969821,서울특별시 관악구 신림로 315,서울,관악구,신림동
인디아더르바르,"{'lat': '37.4820287', 'lng': '126.92976376'}","['피자/양식', '아시안', '고기/구이', '포장']","{'average_rating': 4.8, 'count': 28, 'image_count': 17, 'reply_count': 4}",4.8,28.0,17.0,4.0,37.4820287,126.92976376,서울특별시 관악구 신림로 309,서울,관악구,신림동
써브웨이-신림점,"{'lat': '37.4825754463389', 'lng': '126.930252882828'}","['피자/양식', '프랜차이즈', '샌드위치', '샐러드']","{'average_rating': 4.8, 'count': 220, 'image_count': 148, 'reply_count': 0}",4.8,220.0,148.0,0.0,37.4825754463389,126.930252882828,서울특별시 관악구 신림로 318,서울,관악구,신림동
곱창의전설-서울대입구역점,"{'lat': '37.48281457125774', 'lng': '126.95309268230915'}","['한식', '고기/구이', '포장', '야식', '프랜차이즈', '찜/탕']","{'average_rating': 4.8, 'count': 6516, 'image_count': 5226, 'reply_count': 4001}",4.8,6516.0,5226.0,4001.0,37.48281457125774,126.95309268230916,서울특별시 관악구 관악로 195,서울,관악구,봉천동
한식예찬장수반찬,"{'lat': '37.4749518', 'lng': '126.96555057'}","['한식', '고기/구이', '반찬']","{'average_rating': 4.9, 'count': 1519, 'image_count': 1464, 'reply_count': 582}",4.9,1519.0,1464.0,582.0,37.4749518,126.96555057,서울특별시 관악구 남부순환로248길 24,서울,관악구,봉천동
닭도리어때-봉천점,"{'lat': '37.479139', 'lng': '126.94224078'}","['찜/탕', '한식', '포장', '다회용기']","{'average_rating': 4.9, 'count': 30, 'image_count': 29, 'reply_count': 12}",4.9,30.0,29.0,12.0,37.479139,126.94224078,서울특별시 관악구 참숯1길 2,서울,관악구,봉천동
냠냠숯불두마리치킨-봉천점,"{'lat': '37.4888384', 'lng': '126.94862936'}","['치킨', '포장', '프랜차이즈', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0.0,0.0,0.0,0.0,37.4888384,126.94862936,서울특별시 관악구 은천로25길 63,서울,관악구,봉천동
한식세끼1인김치찜&부대찌개-관악점,"{'lat': '37.4857499', 'lng': '126.94071559'}","['찜/탕', '한식', '포장', '1인분주문', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 6496, 'image_count': 5535, 'reply_count': 6469}",4.9,6496.0,5535.0,6469.0,37.4857499,126.94071559,서울특별시 관악구 봉천로27길 41,서울,관악구,봉천동
BHC-신림신원점,"{'lat': '37.4811884', 'lng': '126.92724988'}","['프랜차이즈', '치킨', '야식', '포장']","{'average_rating': 4.8, 'count': 326, 'image_count': 251, 'reply_count': 0}",4.8,326.0,251.0,0.0,37.4811884,126.92724988,서울특별시 관악구 신원로3가길 14,서울,관악구,신림동
디저트문-본점,"{'lat': '37.4860376830782', 'lng': '126.928812086465'}","['분식', '카페/디저트', '야식', '샌드위치', '포장']","{'average_rating': 4.9, 'count': 2279, 'image_count': 2002, 'reply_count': 1947}",4.9,2279.0,2002.0,1947.0,37.4860376830782,126.928812086465,서울특별시 관악구 신림로67길 9,서울,관악구,신림동
미친피자-관악점,"{'lat': '37.479169', 'lng': '126.94630031'}","['피자/양식', '포장', '야식', '치킨', '프랜차이즈']","{'average_rating': 4.9, 'count': 12558, 'image_count': 12226, 'reply_count': 3606}",4.9,12558.0,12226.0,3606.0,37.479169,126.94630031,서울특별시 관악구 쑥고개로 88,서울,관악구,봉천동
더밥상-신림점,"{'lat': '37.486915', 'lng': '126.92595687'}","['한식', '프랜차이즈', '도시락/죽', '고기/구이', '야식', '포장', '신규맛집']","{'average_rating': 4.9, 'count': 21, 'image_count': 18, 'reply_count': 4}",4.9,21.0,18.0,4.0,37.486915,126.92595687,서울특별시 관악구 신림동길 25,서울,관악구,신림동
무식한감자탕&뼈구이-봉천점,"{'lat': '37.4871632', 'lng': '126.93368559'}","['찜/탕', '한식', '고기/구이', '야식', '포장']","{'average_rating': 4.8, 'count': 145, 'image_count': 127, 'reply_count': 0}",4.8,145.0,127.0,0.0,37.4871632,126.93368559,서울특별시 관악구 봉천로 293,서울,관악구,봉천동
아라치-신림점,"{'lat': '37.4828405', 'lng': '126.92462591'}","['프랜차이즈', '치킨', '포장', '야식']","{'average_rating': 4.9, 'count': 576, 'image_count': 469, 'reply_count': 27}",4.9,576.0,469.0,27.0,37.4828405,126.92462591,서울특별시 관악구 남부순환로170길 3,서울,관악구,신림동
연경코리아-신대방점,"{'lat': '37.496699', 'lng': '126.92792716'}","['중국집', '아시안', '포장', '한식']","{'average_rating': 4.6, 'count': 456, 'image_count': 377, 'reply_count': 165}",4.6,456.0,377.0,165.0,37.496699,126.92792716,서울특별시 동작구 보라매로 82,서울,동작구,신대방동
고기듬뿍국물두루치기-신림점,"{'lat': '37.4841958', 'lng': '126.92511351'}","['찜/탕', '한식', '고기/구이', '포장', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 171, 'image_count': 124, 'reply_count': 0}",5.0,171.0,124.0,0.0,37.4841958,126.92511351,서울특별시 관악구 관천로 59,서울,관악구,신림동
"지금,과일-신림직영점","{'lat': '37.4853205', 'lng': '126.93399279'}","['분식', '카페/디저트', '야식', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 91, 'image_count': 69, 'reply_count': 87}",5.0,91.0,69.0,87.0,37.4853205,126.93399279,서울특별시 관악구 남부순환로191길 5,서울,관악구,신림동
고기구워주는려자-신림점,"{'lat': '37.48002187615634', 'lng': '126.9330862880287'}","['한식', '고기/구이', '도시락/죽', '포장', '야식']","{'average_rating': 4.9, 'count': 237, 'image_count': 195, 'reply_count': 232}",4.9,237.0,195.0,232.0,37.48002187615634,126.9330862880287,서울특별시 관악구 신림로48길 17-20,서울,관악구,신림동
누누타코야끼&캔커피-신림점,"{'lat': '37.485065', 'lng': '126.92986437'}","['일식/돈까스', '포장', '야식', '한식', '분식']","{'average_rating': 4.9, 'count': 641, 'image_count': 558, 'reply_count': 348}",4.9,641.0,558.0,348.0,37.485065,126.92986437,서울특별시 관악구 신림로 344,서울,관악구,신림동
벚꽃스시-상도점,"{'lat': '37.50407497165323', 'lng': '126.94265311505544'}","['한식', '일식/돈까스', '회/초밥', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 11829, 'image_count': 11313, 'reply_count': 3753}",4.9,11829.0,11313.0,3753.0,37.50407497165323,126.94265311505544,서울특별시 동작구 상도로30길 40,서울,동작구,상도동
큰복통닭,"{'lat': '37.4860180281577', 'lng': '126.939843313115'}","['치킨', '1인분주문']","{'average_rating': 4.9, 'count': 2834, 'image_count': 2131, 'reply_count': 1846}",4.9,2834.0,2131.0,1846.0,37.4860180281577,126.939843313115,서울특별시 관악구 은천로 40-1,서울,관악구,봉천동
칼국수가맛있는밀의온도-본점,"{'lat': '37.4912113', 'lng': '126.92499033'}","['한식', '분식', '고기/구이', '포장', '1인분주문', '신규맛집']","{'average_rating': 4.9, 'count': 15, 'image_count': 11, 'reply_count': 0}",4.9,15.0,11.0,0.0,37.4912113,126.92499033,서울특별시 동작구 보라매로3길 29,서울,동작구,신대방동
옛날도시락볶음밥-신림점,"{'lat': '37.4847421', 'lng': '126.93998828'}","['한식', '고기/구이', '야식', '도시락/죽', '포장', '신규맛집']","{'average_rating': 5.0, 'count': 11, 'image_count': 11, 'reply_count': 11}",5.0,11.0,11.0,11.0,37.4847421,126.93998828,서울특별시 관악구 봉천로29길 9,서울,관악구,봉천동
노모어피자-신림점,"{'lat': '37.4835328', 'lng': '126.92264675'}","['피자/양식', '분식', '야식', '치킨', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 2016, 'image_count': 1863, 'reply_count': 1991}",5.0,2016.0,1863.0,1991.0,37.4835328,126.92264675,서울특별시 관악구 남부순환로 1549,서울,관악구,신림동
족발정점-본점,"{'lat': '37.480665', 'lng': '126.92698267'}","['족발/보쌈', '고기/구이', '한식', '야식', '포장']","{'average_rating': 4.9, 'count': 256, 'image_count': 269, 'reply_count': 256}",4.9,256.0,269.0,256.0,37.480665,126.92698267,서울특별시 관악구 신원로3가길 23,서울,관악구,신림동
싹싹김치찜-관악본점,"{'lat': '37.4868902', 'lng': '126.92445837'}","['찜/탕', '한식', '야식', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 112, 'image_count': 88, 'reply_count': 109}",4.9,112.0,88.0,109.0,37.4868902,126.92445837,서울특별시 관악구 신림동길 38,서울,관악구,신림동
인생아구찜-구로디지털점,"{'lat': '37.4873367', 'lng': '126.90955926'}","['찜/탕', '한식', '분식', '포장', '프랜차이즈', '야식']","{'average_rating': 5.0, 'count': 526, 'image_count': 460, 'reply_count': 430}",5.0,526.0,460.0,430.0,37.4873367,126.90955926,서울특별시 동작구 대림로 34,서울,동작구,신대방동
플러스82-신림점,"{'lat': '37.4865662', 'lng': '126.93155707'}","['분식', '카페/디저트', '샌드위치', '포장', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 284, 'image_count': 241, 'reply_count': 272}",4.9,284.0,241.0,272.0,37.4865662,126.93155707,서울특별시 관악구 신림로68길 39,서울,관악구,신림동
김종용누룽지통닭-신림점,"{'lat': '37.4853293278141', 'lng': '126.933779549962'}","['포장', '야식', '치킨']","{'average_rating': 4.9, 'count': 397, 'image_count': 330, 'reply_count': 3}",4.9,397.0,330.0,3.0,37.4853293278141,126.933779549962,서울특별시 관악구 신림로64길 72,서울,관악구,신림동
맹호수제돈까스-신림점,"{'lat': '37.4839065', 'lng': '126.94208333'}","['고기/구이', '일식/돈까스', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 721, 'image_count': 594, 'reply_count': 580}",4.9,721.0,594.0,580.0,37.4839065,126.94208333,서울특별시 관악구 봉천로 373-16,서울,관악구,봉천동
쭈꾸미협동조합-신림점,"{'lat': '37.4841958', 'lng': '126.92511351'}","['찜/탕', '한식', '고기/구이', '포장', '야식', '프랜차이즈']","{'average_rating': 5.0, 'count': 29, 'image_count': 27, 'reply_count': 0}",5.0,29.0,27.0,0.0,37.4841958,126.92511351,서울특별시 관악구 관천로 59,서울,관악구,신림동
춘리마라탕-신림역점,"{'lat': '37.4821733', 'lng': '126.93008486'}","['중국집', '찜/탕', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 2360, 'image_count': 2104, 'reply_count': 240}",4.9,2360.0,2104.0,240.0,37.4821733,126.93008486,서울특별시 관악구 신림로 312,서울,관악구,신림동
굽네치킨&피자-은천점,"{'lat': '37.4862903', 'lng': '126.94220021'}","['피자/양식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.9, 'count': 1193, 'image_count': 1002, 'reply_count': 83}",4.9,1193.0,1002.0,83.0,37.4862903,126.94220021,서울 관악구 봉천동 622-3,서울,관악구,봉천동
맘스터치-신림역점,"{'lat': '37.4843848', 'lng': '126.92829443'}","['버거', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.8, 'count': 937, 'image_count': 797, 'reply_count': 293}",4.8,937.0,797.0,293.0,37.4843848,126.92829443,서울특별시 관악구 남부순환로 1599-3,서울,관악구,신림동
외계인피자-신림점,"{'lat': '37.4848897', 'lng': '126.93768233'}","['피자/양식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 3140, 'image_count': 3042, 'reply_count': 3138}",5.0,3140.0,3042.0,3138.0,37.4848897,126.93768233,서울특별시 관악구 봉천로 338,서울,관악구,봉천동
1kg덮밥-봉천점,"{'lat': '37.484532', 'lng': '126.93968267'}","['분식', '고기/구이', '한식', '야식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 929, 'image_count': 759, 'reply_count': 231}",4.9,929.0,759.0,231.0,37.484532,126.93968267,서울특별시 관악구 봉천로 353-1,서울,관악구,봉천동
요아정-신림점,"{'lat': '37.488939', 'lng': '126.925509'}","['카페/디저트', '야식', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 843, 'image_count': 724, 'reply_count': 507}",4.9,843.0,724.0,507.0,37.488939,126.925509,서울특별시 관악구 봉천로6길 17,서울,관악구,신림동
고기로-신림점,"{'lat': '37.4842234', 'lng': '126.92352676'}","['고기/구이', '포장', '야식', '프랜차이즈']","{'average_rating': 4.9, 'count': 1931, 'image_count': 1622, 'reply_count': 1927}",4.9,1931.0,1622.0,1927.0,37.4842234,126.92352676,서울특별시 관악구 남부순환로167길 14,서울,관악구,신림동
곱도리탕에미친곱미남-관악본점,"{'lat': '37.489193', 'lng': '126.93024395'}","['찜/탕', '한식', '고기/구이', '포장', '야식']","{'average_rating': 5.0, 'count': 71, 'image_count': 59, 'reply_count': 70}",5.0,71.0,59.0,70.0,37.489193,126.93024395,서울특별시 관악구 봉천로13길 9,서울,관악구,봉천동
장인떡볶이,"{'lat': '37.4717877558061', 'lng': '126.939194923473'}","['분식', '한식', '포장']","{'average_rating': 4.9, 'count': 4350, 'image_count': 4328, 'reply_count': 2157}",4.9,4350.0,4328.0,2157.0,37.4717877558061,126.939194923473,서울특별시 관악구 신림로12길 34,서울,관악구,신림동
밥풀릭스-신림점,"{'lat': '37.4887849', 'lng': '126.92615021'}","['찜/탕', '한식', '도시락/죽', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 346, 'image_count': 253, 'reply_count': 36}",4.9,346.0,253.0,36.0,37.4887849,126.92615021,서울특별시 관악구 관천로22길 67,서울,관악구,신림동
구름계란덮밥-신림점,"{'lat': '37.47934152072143', 'lng': '126.92690954502972'}","['한식', '일식/돈까스', '도시락/죽', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 5.0, 'count': 2744, 'image_count': 2453, 'reply_count': 2721}",5.0,2744.0,2453.0,2721.0,37.47934152072143,126.92690954502972,서울특별시 관악구 문성로 209,서울,관악구,신림동
지코바치킨-신림2호점,"{'lat': '37.4792357478163', 'lng': '126.928390927545'}","['프랜차이즈', '치킨', '포장']","{'average_rating': 4.9, 'count': 1705, 'image_count': 1404, 'reply_count': 1187}",4.9,1705.0,1404.0,1187.0,37.4792357478163,126.928390927545,서울특별시 관악구 문성로 222,서울,관악구,신림동
초밥24-신림점,"{'lat': '37.4814745', 'lng': '126.92979386'}","['일식/돈까스', '회/초밥', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 717, 'image_count': 640, 'reply_count': 717}",4.9,717.0,640.0,717.0,37.4814745,126.92979386,서울특별시 관악구 신림로 303,서울,관악구,신림동
간식주유소-본점,"{'lat': '37.4861307', 'lng': '126.93675981'}","['카페/디저트', '야식', '샌드위치', '포장']","{'average_rating': 4.8, 'count': 59, 'image_count': 50, 'reply_count': 59}",4.8,59.0,50.0,59.0,37.4861307,126.93675981,서울특별시 관악구 은천로 14,서울,관악구,봉천동
88제육-신림봉천점,"{'lat': '37.4832725032839', 'lng': '126.940266203156'}","['찜/탕', '프랜차이즈', '한식', '포장']","{'average_rating': 5.0, 'count': 3272, 'image_count': 2674, 'reply_count': 1457}",5.0,3272.0,2674.0,1457.0,37.4832725032839,126.940266203156,서울특별시 관악구 남부순환로 1709,서울,관악구,봉천동
킹케밥-샤로수길점,"{'lat': '37.479009307193756', 'lng': '126.95426014017832'}","['피자/양식', '아시안', '고기/구이', '포장', '야식']","{'average_rating': 4.7, 'count': 203, 'image_count': 167, 'reply_count': 203}",4.7,203.0,167.0,203.0,37.47900930719376,126.95426014017832,서울특별시 관악구 관악로14길 31,서울,관악구,봉천동
쉐프의생안심탕수육-관악본점,"{'lat': '37.4867629', 'lng': '126.94082561'}","['중국집', '분식', '야식', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.7, 'count': 58, 'image_count': 45, 'reply_count': 52}",4.7,58.0,45.0,52.0,37.4867629,126.94082561,서울특별시 관악구 은천로9길 14,서울,관악구,봉천동
푸라닭-신림점,"{'lat': '37.4847535198519', 'lng': '126.927367337399'}","['야식', '프랜차이즈', '치킨', '포장']","{'average_rating': 4.9, 'count': 6283, 'image_count': 5650, 'reply_count': 6283}",4.9,6283.0,5650.0,6283.0,37.4847535198519,126.927367337399,서울특별시 관악구 신림로65길 37,서울,관악구,신림동
족발부심-본점,"{'lat': '37.4809306', 'lng': '126.94609105'}","['아시안', '고기/구이', '족발/보쌈', '포장', '야식']","{'average_rating': 5.0, 'count': 484, 'image_count': 459, 'reply_count': 471}",5.0,484.0,459.0,471.0,37.4809306,126.94609105,서울특별시 관악구 청룡길 20,서울,관악구,봉천동
평안도순대국감자탕-신림점,"{'lat': '37.4832584', 'lng': '126.92110321'}","['포장', '한식', '1인분주문']","{'average_rating': 4.7, 'count': 4200, 'image_count': 2586, 'reply_count': 4171}",4.7,4200.0,2586.0,4171.0,37.4832584,126.92110321,서울특별시 관악구 남부순환로 1535,서울,관악구,신림동
너가찾던곱도리탕-본점,"{'lat': '37.4908773', 'lng': '126.93019749'}","['찜/탕', '한식', '포장', '야식']","{'average_rating': 5.0, 'count': 642, 'image_count': 530, 'reply_count': 571}",5.0,642.0,530.0,571.0,37.4908773,126.93019749,서울특별시 관악구 당곡2길 22,서울,관악구,봉천동
백억커피-봉천역점,"{'lat': '37.4817797', 'lng': '126.94140659'}","['카페/디저트', '포장', '프랜차이즈', '야식']","{'average_rating': 4.9, 'count': 1007, 'image_count': 720, 'reply_count': 626}",4.9,1007.0,720.0,626.0,37.4817797,126.94140659,서울특별시 관악구 장군봉1길 24,서울,관악구,봉천동
멕시카나-봉천점,"{'lat': '37.4823266', 'lng': '126.9448119'}","['프랜차이즈', '치킨', '포장']","{'average_rating': 4.8, 'count': 4961, 'image_count': 4062, 'reply_count': 2872}",4.8,4961.0,4062.0,2872.0,37.4823266,126.9448119,서울특별시 관악구 남부순환로 1751,서울,관악구,봉천동
야미닭발,"{'lat': '37.4834327', 'lng': '126.94723948'}","['고기/구이', '포장', '야식', '신규맛집']","{'average_rating': 4.9, 'count': 33, 'image_count': 39, 'reply_count': 31}",4.9,33.0,39.0,31.0,37.4834327,126.94723948,서울특별시 관악구 양녕로2길 9,서울,관악구,봉천동
샵볶음밥-신림점,"{'lat': '37.4874494', 'lng': '126.93312628'}","['샐러드', '한식', '분식', '포장', '야식']","{'average_rating': 5.0, 'count': 1241, 'image_count': 935, 'reply_count': 1237}",5.0,1241.0,935.0,1237.0,37.4874494,126.93312628,서울특별시 관악구 봉천로 287,서울,관악구,봉천동
싸다김밥-신림역점,"{'lat': '37.484438', 'lng': '126.92880372'}","['한식', '분식', '일식/돈까스', '야식', '포장', '프랜차이즈']","{'average_rating': 4.7, 'count': 1623, 'image_count': 1407, 'reply_count': 0}",4.7,1623.0,1407.0,0.0,37.484438,126.92880372,서울특별시 관악구 남부순환로 1603,서울,관악구,신림동
파스타예요-신림점,"{'lat': '37.4873758', 'lng': '126.9331862'}","['피자/양식', '야식', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 5.0, 'count': 2486, 'image_count': 2099, 'reply_count': 1121}",5.0,2486.0,2099.0,1121.0,37.4873758,126.9331862,서울특별시 관악구 봉천로 287-1,서울,관악구,봉천동
번쩍피자-관악점,"{'lat': '37.485710811816624', 'lng': '126.93785568686478'}","['피자/양식', '야식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 2598, 'image_count': 2430, 'reply_count': 2458}",5.0,2598.0,2430.0,2458.0,37.485710811816624,126.93785568686478,서울특별시 관악구 봉천로25길 9,서울,관악구,봉천동
무식한김치찜-관악점,"{'lat': '37.4871632', 'lng': '126.93368559'}","['찜/탕', '한식', '포장', '야식']","{'average_rating': 4.9, 'count': 2329, 'image_count': 1868, 'reply_count': 970}",4.9,2329.0,1868.0,970.0,37.4871632,126.93368559,서울특별시 관악구 봉천로 293,서울,관악구,봉천동
백돈-관악점,"{'lat': '37.48270167330091', 'lng': '126.91612264141901'}","['한식', '일식/돈까스', '도시락/죽', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 1294, 'image_count': 1112, 'reply_count': 343}",5.0,1294.0,1112.0,343.0,37.48270167330091,126.916122641419,서울특별시 관악구 남부순환로149길 10,서울,관악구,신림동
치포킹치킨과포테이토의킹왕짱콜라보-신림스타점,"{'lat': '37.485897', 'lng': '126.93839049'}","['분식', '고기/구이', '야식', '치킨', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 3, 'image_count': 3, 'reply_count': 0}",5.0,3.0,3.0,0.0,37.485897,126.93839049,서울특별시 관악구 은천로 28,서울,관악구,봉천동
나는문어타코야끼-봉천점,"{'lat': '37.4857221', 'lng': '126.93696214'}","['분식', '카페/디저트', '일식/돈까스', '포장', '야식', '프랜차이즈']","{'average_rating': 4.8, 'count': 63, 'image_count': 70, 'reply_count': 0}",4.8,63.0,70.0,0.0,37.4857221,126.93696214,서울특별시 관악구 봉천로 327,서울,관악구,봉천동
동네에중식맛집없어서내가차린중국집-신림점,"{'lat': '37.4844866', 'lng': '126.93582351'}","['중국집', '포장', '야식']","{'average_rating': 4.6, 'count': 69, 'image_count': 68, 'reply_count': 0}",4.6,69.0,68.0,0.0,37.4844866,126.93582351,서울특별시 관악구 남부순환로 1668,서울,관악구,신림동
지랄닭발-봉천점,"{'lat': '37.4866591544311', 'lng': '126.937994248837'}","['한식', '야식', '프랜차이즈', '분식', '포장']","{'average_rating': 4.9, 'count': 502, 'image_count': 455, 'reply_count': 22}",4.9,502.0,455.0,22.0,37.4866591544311,126.937994248837,서울특별시 관악구 은천로5길 7,서울,관악구,봉천동
무궁김치찜-관악본점,"{'lat': '37.4866001', 'lng': '126.92262967'}","['찜/탕', '한식', '포장', '고기/구이', '야식', '1인분주문']","{'average_rating': 4.9, 'count': 480, 'image_count': 406, 'reply_count': 460}",4.9,480.0,406.0,460.0,37.4866001,126.92262967,서울특별시 관악구 관천로 91,서울,관악구,신림동
인생아구찜-관악점,"{'lat': '37.4792465', 'lng': '126.94450299'}","['찜/탕', '한식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 319, 'image_count': 263, 'reply_count': 14}",5.0,319.0,263.0,14.0,37.4792465,126.94450299,서울특별시 관악구 쑥고개로16길 3,서울,관악구,봉천동
탐나종합어시장-신림점,"{'lat': '37.4890276', 'lng': '126.92792392'}","['한식', '야식', '일식/돈까스', '회/초밥', '포장', '프랜차이즈']","{'average_rating': 4.9, 'count': 280, 'image_count': 256, 'reply_count': 162}",4.9,280.0,256.0,162.0,37.4890276,126.92792392,서울특별시 관악구 신림로 391,서울,관악구,신림동
